Failed Test Case,Coverage status,Build ID,Build Finished Time,Path
test_load_birth_names,F,672776651,2020-04-09 01:59:13,tests/load_examples_test.py
test_load_energy,F,672776651,2020-04-09 01:59:13,tests/load_examples_test.py
test_load_unicode_test_data,F,672776651,2020-04-09 01:59:13,tests/load_examples_test.py
test_load_world_bank_health_n_pop,F,672776651,2020-04-09 01:59:13,tests/load_examples_test.py
